Unnamed: 0,category,string
2061,tech,gamers bought almost batch sonys playstation portable psp games console went sale japan sunday thousands queued hours hold 200000 psps shipped retailers handheld console play games music movies goes sale europe north america demand sony increase 500000strong stock psps plans ship years end sony says intends ship consoles march company hoping challenge dominance nintendo handheld market nintendo released ds console earlier raised shipment targets device 40 psp selling japan 19800 yen 188 98 nintendos ds console sells japan 150 78 nintendos goal ship 5 nintendo ds handheld consoles march
2063,tech,television started magical blurry image sharpness colour widescreen format tv set taking leap forward crystal clear future although europe patient years buzz highdefinition tv hdtv finally taking handful countries world mainly japan believe hype hdtv wow never your old telly hdtv latest musthave technology viewers homes says jo flaherty senior broadcaster cbs network television images pixels across screen scan lines british tv pictures 625 lines 700 pixels contrast hdtv offers 1080 active lines each line 1920 pixels result picture times sharp standard tv full impact programmes need broadcast format need hdtv set receive computer displays capable handling highresolution pictures viewers japan australia canada south korea embracing tv technology selection primetime programmes broadcast format includes 51 digital surround sound tv viewers europe wait enjoy eyeblasting highdefinition images highend european tv programmes recent athens olympics produced highdefinition reach your screen old 625 lines prospects getting sharper images soon seem encouraging according consultants strategy analytics 12 homes europe tvs capable showing programmes highdefinition 2008 hdtv hype spilling japan spurred european broadcasters consumer electronic companies push change sports entertainment events set help trigger general publics attention 2006 world cup germany broadcast highdefinition uk satellite broadcaster bskyb planning hdtv services 2006 hdtv service europe called euro1080 european broadcasters especially france germany aiming launch similar services britain digital satellite cable largely seen natural home hdtv least decision taken regarding terrestrial broadcast options communications watchdog ofcom hand terrestrial frequencies freed uk switches analogue tv signal broadcasters bbc working own hdtv plans although launch date sight bbc start broadcasting hdtv right showcase whole set programming says andy quested bbcs highdefinition support group commitment produce output highdefinition 2010 leading edge options consideration offer highdefinition pictures web bbc dipped toe hdtv content recent trials interactive media player video player pcs planning offer special releases selected flagship programmes online near future according quested help europe running race switch hdtv backed recent research suggests number europeans broadband exploded past 12 months web eating tv viewing habits
2064,tech,movie industry launched legal action sue facilitate illegal film downloading motion picture association america wants stop using program bittorrent swap movies industry targeting run websites provide information internet links movies copied filmed cinemas 100 server operators targeted actions launched uk mpaa suits filed users filesharing programs bittorrent edonkey directconnect united states united kingdom france finland netherlands mpaa bittorrent users download movies following link files found websites called trackers unlike peertopeer programs bittorrent works sharing file anything legitimate digital photo copied movie among multiple users movie industry hopes suing run trackers cut bittorrent users illegal movies source month major film studios started legal action 200 individuals swapping films online growth broadband quicker download movies industry fears does action suffer downturn music industry
2065,tech,number personal computers worldwide expected double 2010 13 billion machines according report analysts forrester research growth driven emerging markets china russia india report predicted pcs these markets china adding 178 pcs 2010 lowpriced computers local companies expected dominate territories forrester report comes less ibm pioneer pc business sold pc hardware division chinas number computer maker lenovo 175bn 900m deal combined operation biggest pc vendor world todays products western pc vendors wont dominate markets long term simon yates senior analyst forrester instead local pc makers lenovo group china aquarius russia better tailor pc form factor price point applications local markets ultimately win market share battle currently 575 pcs globally united states europe asiapacific expected add 150 pcs 2010 according study report forecast 80 pc users india 2010 40 users indonesia
2066,tech,home printed pictures cheaper higher quality high street developers tests shows survey carried pc pro magazine looked 100 home photo printers offered better deal handing your snaps photo lab tests found images top pc printers kept colour longer professionally produced photographs using wrong printer cartridge means snaps fade months warned magazine group test 100 home photo printers pcs discovered costs create images using devices compared online developers high street names jessops boots snappy snaps comprehensive test revealed quickly different printers produced images quality finished image resistant finished pictures smudging water damage found although ink printers costs 2 per millilitre cheaper produce prints photographs home send high street store your photos definitely worth printing home instead high street choose right printer nick ross top tester pc pro ross generation printers produced images brighter colours less likely fade high street developers professional wedding photographers high street photo shops cheapest developing prints 6x4in ross test revealed images 7x5in 8x10in size cheaper produce home according pc pro producing print 8x10in epson r800 printer using top quality paper costs 187 jessops image cost 250 snappy snaps 999 10x7in snap boots cost 499 considering inconvenient high street silverhalide prints fade sun adamant better cheaper convenient print home ann simpson marketing manager snappy snaps believes convenience high street printing continue attract customers own thing computer feedback customers often print pictures home order skilled getting colour contrast cropping right hassle magazine test found ink consumers determined long prints lasted started fading recommended avoiding socalled thirdparty inks produced printer makers tended produce prints fade quickest
2067,tech,finished doom 3 half life 2 halo 2 worry theres host gaming gems set release world warcraft reception game developers blizzard hugely enthusiastic title topping competitors area lifeeating highfantasy massively multiplayer roleplayer gaming solid diverse accessible visually striking open genre never nothing else develop vast loyal community released 25 february pc ico 2 working title ico remains benchmark ps2 gaming title players uniquely atmospheric artistic world adventure spiritual sequel visuals echo original promises expand ico world hero wanda taking series giants known working title wanda colossus release date confirmed ps2 legend zelda charismatic cel imagery scrapped favour dark detailed aesthetic realism isnt quite right word connects ocarina link resumes teenage incarnation though enemies elements moves look familiar impressive trailer released horseback adventuring across vast land promised release date confirmed gamecube advance wars ds uk nintendo ds launch lineup confirmed writing titles exploit twoscreen touch capacity warioware touched segas feel magic making strong impression territories personally cant wait latest advance wars franchise icing cake nintendo handheld gaming past few years release date confirmed ds stalker following highspec footsteps far cry halflife 2 looks key upcoming pc firstperson shooter roleplaying elements fact inspired part andrei tarkovskys enigmatic 1979 masterpiece stalker set 2012 disaster zone world decay mutation makes intriguing released 1 march pc metal gear solid snake eater hideo kojima serious stealth featuring action sovietcontrolled jungle 1964 game snake having survive wits jungle eating wildlife once again expect cinematic cut scenes polished production values released march ps2 dead alive ultimate tecmos team ninja retooled revamped versions dead alive 1 2 heres deal though theyre playable xbox live released 11 march xbox knights old republic ii looks set build acclaimed original star wars role playing game characters force powers set moral decisions different developer released 11 february xbox pc
2068,tech,gaming fans word goldeneye evokes excited memories james bond revival flick 1995 classic shootemup accompanied left n64 owners glued consoles hour adopting hallowed title somewhat backfires game fails deliver promise name struggles generate originals massive sense fun however sequel nor does relate goldeneye film eponymous renegade spy agent deserts bond worlds extensive ranks criminal masterminds deemed brutal mi6 your commanderinchief portly auric goldfinger seen 1964 happily running bent world domination determination justify name less convincing tina turners similarlytitled theme song game literally gives player golden eye following injury enables degree xray vision rogue agent signals intentions featuring james bond initially proceeding kill within moments squashed plummeting helicopter notion course add novel dark edge 007 game premise simply does juices flowing needs recent bond games nightfire everything nothing competent fine job capturing sense flair invention glamour film franchise title lacks aura bond magic shines through feels lucky accident central problem gameplay enough quite aside bizarre inability jump bizarre glaring graphical bugs dubious enemy ai levels simply together style imagination admittedly competition tough recent weeks likes halo 2 half life 2 triumphing virtually every department game enveloping noisy dynamic scenes violent chaos trend late feel midst messy fraught encounter sadly sense action outweighed difficulty navigating battling within chaos meaning frustration often outcome irregular save points mean backtrack each killed minute red dot passes crosshair although collisiondetection suspect difficulties aiming weapons compensated shooting enemies distance tricky always picked dead enemies vanish literally fully hit floor woefully uninspiring death animations perhaps indicative lack confidence game makers allow several different weapons almost immediately throw quickly raging firefights risked measured buildup far satisfying element game seeing old favourites dr goldfinger hatfiend oddjob crazed russian sex beast xenia onatopp resurrected these years faces rendered impressively recognisable fashion real thrill doing battle these legendary villains testament power bond universe cut dash ingame niggles combined story presentation feel sufficiently thoughtthrough disappointment diehard fans bond probably find enough here worthwhile purchase try ignore failings game weak completely unplayable again 007 fanatics umbrage cavalier blending characters different eras given james bonds healthy pedigree past games every reason hope blip commendable idea worked rectified character inevitably makes return goldeneye rogue agent
2069,tech,carmaker hondas humanoid robot asimo faster smarter japanese firm leader developing twolegged robots improved asimo advanced step innovative mobility run find obstacles interact eventually asimo find gainful employment homes offices aim develop robot help daily lives honda spokesman robot running easy process involved asimo making accurate leap absorbing impact landing without slipping spinning run capable perhaps quite olympic star kelly holmes standard 3kmh closer leisurely jog makers claim almost times fast sonys qrio became robot run criteria running robots defined engineers having both feet ground strides asimo improved ways increasing walking speed 16kmh 25km growing 10cm 130cm putting 2kg weight quite ready yoga does freedom movement able twist hips bend wrists thumbs neck asimo mark international robot scene november inducted robot hall fame wowed audiences world ability walk upstairs recognise faces beckoned august attended state dinner czech republic travelling japanese prime minister goodwill envoy handful robots tech firms trumpet technological advances technology developed asimo automobile industry electronics increasingly mechanics car design moment asimos biggest role entertainer audience gathered public run greeted slightly comical gait amusement according reports robots fulfil serious functions society united nations economic commission europe predicts worldwide market industrial robots swell 81000 units 106000 2007
2070,tech,nintendo releasing adapter ds handheld console play music video addon ds means download tv programmes film clips mp3 files adaptor play release media addon attempt japanese games giant protect dominance handheld gaming market nintendo media adapter available february japan nintendo ds successor hugely successful gameboy handheld game console went sale japan 2 december ds screens touch sensitive onboard shortrange wireless link lets play each launch media adapter attempt broaden appeal device widely seen response unveiling sony psp built multipurpose media player game gadget start sony thought preparing prepackaged movies music psp addon work gameboy advance sp nintendo dominates handheld gaming console world thanks successive versions gameboy 28 gameboy advance handhelds sold world dualscreen ds thought selling 25 expected sold end 2004 nintendo plans sell media adapter outside japan goes sale adapter expected cost 5000 yen 25 roughly difference price ds higherpriced sony psp
2071,tech,computer firm apple issued lawsuit prevent online leaks information future products lawsuit unidentified individual comes weeks macworld conference san francisco showcase products complaint unidentified individual recently misappropriated disseminated confidential information lawsuit filed santa clara california superior court apple famously secretive future product launches apple users equally famous speculating technology company fans speculated recent weeks possibility type ipod announced macworld conference apple sevenpage complaint filed 13 december true names capacities whether individual associate corporate otherwise defendants company amend complaint once discovered names allegedly leaked information apple sued posted information future products internet december 2002 apple sued former contractor allegedly posted online drawings images engineering details companys powermac g4 computer statement apple current lawsuit apple filed civil complaint unnamed individuals believe stole trade secrets posted detailed information unannounced apple product internet
2072,tech,22yearold gamer spent 26500 13700 island exists computer roleplaying game rpg australian gamer known gaming moniker deathifier bought island online auction land exists within game project entropia rpg allows thousands players interact each entropia allows gamers buy sell virtual items using real cash fans titles often auction site ebay sell virtual wares earlier economists calculated these massively multiplayer online roleplaying games mmorpgs gross economic impact equivalent gdp african nation namibia historic moment gaming history sale goes prove massive multiplayer online gaming reached plateau marco behrmann director community relations mindark games developer virtual island includes gigantic abandoned castle beautiful beaches described ripe developing beachfront property deathifier money investment able tax gamers virtual land hunt mine gold begun sell plots wish build virtual homes type investment definitely become trend online gaming deathifier entopia economy lets gamers exchange real currency ped project entropia dollars again real money ten peds equivalent dollar typical items sold include iron ingots 5 shogun armour 170 gamers theoretically earn money accumulating peds through acquisition goods buildings land entropia universe mmorpgs become enormously popular years hundreds thousands gamers living alternate lives fantasy worlds almost 200000 registered players project entropia
2073,tech,windows users soon paying microsoft keep pcs free spyware following takeover antispyware firm giant microsoft soon release toolkit strips machines irritating programs although initially free microsoft ruled charging keep toolkit date surveys almost every windows pc infested spyware programs everything bombard users adverts steal login data microsoft beta version toolkit clean windows machines available within 30 days designed pcs running windows 2000 xp utility clean spyware programs constantly monitor happens pc regularly updated catch latest variants microsofts security boosting programs firewall windows xp given away free mike nash vice president microsofts security business unit working pricing licensing issues charging future versions discounted plan roll plan turn lucrative microsoft recent survey earthlink webroot found 90 pcs infested surreptitious software average each harbouring 28 separate spyware programs currently users wanting protection spyware turned free programs spybot adaware spyware comes forms benign exploits lazy browsing habits install itself subject users unwanted adverts forms hijack net browser settings force view pages otherwise never visit malign spyware watches everything pc steals login information personal data microsofts announcement spyware comes bought small york software firm giant company software terms acquisition disclosed
2074,tech,deaf prefer communicate using british sign language bsl soon having phone conversations relayed using webcams videophones interpreter video relay service piloted royal national institute deaf rnid organisation says unless service provided rate voice calls beyond peoples pockets rnid urging telecoms regulator ofcom reduce cost service current 700 per minute ordinary phone calls service works putting deaf person visual contact bsl interpreter via webcam video phone interpreter relays deaf persons conversation using telephone translates persons response sign language deaf especially born deaf bsl preferred means communication until alternative textphones means having type message relayed via operator past ive textphones problems robert currington taking part pilot communicate bsl written english takes longer think english type message sometimes find difficult understand reply rnid says uk lagging behind countries making relay services available cost ordinary phone call technical economic reasons providing equivalent access services deaf rnid technology director guido gybels australia sign language relay services universally available cost voice call failing provide fund video relay service sign language users telecommunications sector effectively discriminating disenfranchised group ofcom says plans review services telecoms companies obliged provide early technology video relay service discussed interested parties near future spokesman powers limited legislation proposals extend existing arrangements cover services government consider currington uks 70000 bsl users hoping found costeffective service available relay service makes phone conversations pleasure emotions easily bsl hearing express emotions through voice calls
2076,tech,highspeed lifts worlds tallest building officially recognised planets fastest lifts 30 seconds whisk passengers top 508m tall tfc 101 tower taipei taiwan guinness book records declared 17m per second speed lifts swiftest earth lifts pressure control system stop passengers ears popping ascend descend high speed total tfc tower 61 lifts 34 doubledeckers 50 escalators shuttle 106 floors tfc 101 tower due officially opened 31 december superfast lifts speed 24 passengers tip tower 30 seconds ascending 382m track 17ms top speed lifts translates 38mph 61kmh curiously lifts longer descend spend almost whole minute returning ground level top tfc tower key technologies applied worlds fastest elevators include pressure control system adjusts atmospheric pressure inside car using suction discharge blowers preventing ear popping active control system tries balance lift finely remove sources vibrations streamlined cars reduce whistling noise produced running lifts high speed inside narrow shaft certification elevators world recordholders authoritative guinness world records honour masayuki shimono president manufacturer toshiba elevator building systems installed lifts record worlds fastest passenger elevators published edition guinness book records 1955 interesting indicator technology advanced 50 years edition record 426m per minute 256 kmh less half speed record hein le roux specialist researcher guinness world records taipeis tfc 101 tower 50m taller petronas towers kuala lumpur malaysia formerly worlds tallest skyscraper
2077,tech,person uk joining internets fast lane every seconds according bt telecoms giant number broadband via telephone line surpassed connected via cable almost fast alwayson connection boom fuelled fierce competition falling prices greater availability broadband phone line takeup rate broadband accelerating terrific pace ben verwaayen bts chief executive strong position hit target summer 2006 earlier previously expected connections past months thousands total every day signing broadband include service direct bt via companies resell bt lines own name part surge signing due bt stretching reach adsl uks widely getting broadband beyond kilometres asymmetric digital subscriber line technology lets ordinary copper phone lines support high data speeds standard speed 512kbps though faster connections available according bt 95 uk homes businesses receive broadband phone line aims extend figure 994 summer estimated 17 cable broadband customers uk
2078,tech,movie studio efforts stop pirated films shared peertopeer networks claimed highprofile victim campaign legal action thought behind closure widely suprnovaorg website site popular place swapping sharing links bittorrent network recent study showed half peertopeer traffic june bittorrent system message posted suprnovaorg sunday sites controllers site closing site return message hosting torrent links continued sorry tried everything parts keep operators suprnova site discussion forums net chat channels site thought closed following announcement motion picture association america launching legal action operating bittorrent servers rather end users bittorrent works server sites host actual file shared instead host link points others targeting servers mpaa hopes cripple bittorrents ability share files opening days mpaa campaign organisation filed 100 lawsuits operators bittorrent server site launching legal seems having effect phoenix torrents popular bittorrent site decided shut though gave reasons closure thought motivated threat legal action finnish police raided bittorrent site based country according reports let 10000 users shared pirated films software music games
2079,tech,group artists poland taken cacophony blips boops beeps created players bash buttons nintendos handheld gameboy console level gameboyzz orchestra project taken game sounds together music tunes dubbed blippop think donkey kong meets norman cook maybe tetris takes kraftwerk slice sound distinct sounds nintendo gameboys mixture older models newer advance sp handhelds gameboyzz orchestra project tweaks software bit connects units through mixing board jarek kujda projects founding members electronic music video games playing experimental music years ago gameboy band drum machine kujda realised console rudimentary synthesizer wondered gameboy music happen together kujda found interested gameboyzz orchestra project born gameboyzz orchestra project improvisational project kudja prepare patterns concert improvise concert group plays maybe shows malgorzata kujda jareks younger sister fellow band member describes gameboyzz orchestra project concert lot noise example music hard beats noises each makes music different sound concert improvise think fun gameboyzz orchestra project admits mixed reactions audiences love groups music others quite sure world electronic music these purveyors blippop unique jarek kujda says try unique lots making music old school stuff electronic old school stuff commodore atari spectrum play experimental music cover songs something electronic jam session gameboyzz orchestra projects tracks available online group hopes cd sponsorship courtesy polish distributor nintendo products members gameboyzz orchestra project expect serious competition anytime soon gameboy advance costs 200 poland these days beyond reach polish gamers musicians clark boyd technology correspondent world bbc world service wgbhboston coproduction
2080,tech,thousands website bulletin boards defaced virus google spread across net santy worm appeared 20 december within 24 hours successfully hit 40000 websites malicious program exploits vulnerability widely phpbb software santys spread stopped google began blocking infected sites searching victims worm replaces chat forums webpage announcing site defaced malicious program soon infected sites hit worm started randomly searching websites running vulnerable phpbb software once google started blocking these search queries rate infection tailed sharply message sent finnish security firm fsecure googles security team seven hour response something outrageous think better reviewing procedures improve response future similar problems google team security firms estimate 1m websites run discussion groups forums open source phpbb program worst attack seems search conducted morning 22 december produced 1440 hits sites showing text defacement message using sites hit santy affected worm santy malicious program google help spread july variant mydoom virus slowed searches google program flooded search site queries looking email addresses send itself
2081,tech,controversial eu rules patenting computerbased inventions hold due minute intervention poland poland large therefore crucial eu member requested consider issue especially relates patenting software critics law favour large companies small innovative ones massive ramifications developments open source software polish ministers phrasing text directive patentability computerimplemented inventions changed excludes patenting software planned law ignited angry debate whether eu allow patenting computer programs internet business methods currently happens instance usbased amazoncom holds patent oneclick shopping critics claim law eu says needed harmonise little law ideas patent rights claimed protect inventors case exclusively interests companies protected eva lichtenberg austrian green member european parliament statement smaller innovative firms cannot afford patenting legal costs directive inflict european parliament clashed european union issue accusations process decide issue undemocratic directive subject several previous delays
2082,tech,apple taken legal action stop online leaks products computer giant sued men releasing preview versions latest mac osx software onto filesharing sites prior release versions operating system codenamed tiger onto net october december second weeks apple taken legal action protect future products tiger due shipped early filed lawsuit unnamed individuals leaked details products onto web latest action members apple developer connection group programmers gets test versions upcoming software develop change own programs work members apple developer connection receive advance copies apple software strict confidentiality agreements seriously protect intellectual property apple statement future financial results dependent developing improving operating systems software thought men sites employ bittorrent technology bittorrent technology sites host actual files shared instead host link points others particular file motion picture association america launched legal campaign targeting websites operate using bittorrent system effort clamp movie piracy apple stranger taking legal action leak product information december 2002 sued former contractor allegedly drawings images engineering details powermac g4 computer online latest action filed monday district court california comes weeks macworld conference san francisco showcase products
2083,tech,apple unveiled lowcost macintosh computer masses billed mac mini chief executive steve jobs showed machine annual macworld speech san francisco 499 macintosh sold 339 uk described jobs important mac apple jobs unveiled ipod shuffle music player using cheaper flash memory rather hard drives expensive ipods computer shifts company territory traditionally firm known design innovationled firm rather massmarket manufacturer mac mini comes without monitor keyboard mouse second version larger hard drive sold 599 machine available 22 january described jobs byodkm bring your own display keyboard mouse attempt win windows pc customers jobs appeal thinking changing operating systems thinking switching excuses newest affordable mac ever computer subject speculation several weeks few surprised announcement analysts sensible january apple sued website published specifications computer ian harris deputy editor uk magazine mac format machine appeal pcowning consumers purchased ipod further taste mac seen ipod harris everybody thought apple happy remain niche maker luxury computers moving market dominated low margin manufacturers dell bold shows apple keen capitalise mass market success ipod mac mini appeal pc users looking attractive fuss computer ipod shuffle comes versions offering 512mb storage 99 69 uk second gigabyte storage 149 99 went sale tuesday music player display play songs either consecutively shuffled smaller ipod hold 120 songs jobs jobs delegates macworld ipod 65 market share digital music players
2085,tech,americans joining internets fast lane according official figures number business connected broadband jumped 38 federal communications commission fcc report 32 broadband connections end june 2004 behind compared nations ranked 13th world un telecoms body 2004 reelection campaign president george w bush pledge ensure affordable highspeed net access available americans 2007 according report fcc broadband becoming increasingly popular using research shopping downloading music watching video total number businesses broadband rose 325 ending june 2004 compared 235 june whereas uk hook broadband via asymmetric digital subscriber line adsl technology lets ordinary copper phone lines support high data speeds cable leads accounting 186 lines broadband phone line makes 114 connections according fcc figures
2086,tech,music downloading rejected free peer peer services costly business cost paying little 70p per track add particularly own generation players store thousands songs paying per track music becoming outmoded paying per minute internet access alternative monthly yearly subscription models springing convenient ultimately cheaper owning music music fans moving away buying traditional bundled package dozen songs call album newer ways fit lifestyle either single tracks subscriptions services paul myers chief executive wippit ukbased music download service itunes doing business sales individual tracks ipod owners others questioning whether concept owning music valid digital age napster due launch rental subscription service dubbed napster uk few months service players support microsoft windows latest digital rights management technology known janus includes players samsung rio creative currently offer betaversion service costs 15 per month unlimited downloads technology ensures music downloaded player remains playable user subscribes service users need update license monthly basis tunes longer play outraged digital music lovers especially napster offers cheaper service downloading music pc napster claims higher price result record labels charging togo service says offers greater value customers myers convinced rental model work consumers weve offering unlimited music subscription service years customers format interoperability excellent value reassurance music purchased wippit theirs keep enjoy whatever device choose wants download track wont play month decide unsubscribe service change portable player ipod latest mobile phone wippit offers download subscription service 499 per month 50 per catalogue 60000 songs
2087,tech,broadband jumbo jet seen taxiing runway firing engines preparing takeoff seen soar spring literally skies lufthansa british airways trialled flights perhaps indispensable beginning perceive technology rather useful skyhigh broadband actually flying high autumn britons signed highspeed net access home enthusiasm unlikely dampen soon experts predict end numbers risen eight 30 homes key factors whetting peoples appetite falling prices huge marketing push operators bt telewest offered standard 512k broadband less 20 beginning invisible barrier breached broadband truly gone mass market feeding frenzy followed firms vied eyeballs price war reminiscent following mass market takeup dialup broadband less touted firms although low price raised eyebrows among established companies questioning able sustain business models became broadbanders 2004 turning days waiting modem kick began seem outdated idea jungle without celebrities rest world falling love benefits fast internet access tune 100 connections worldwide april prompting research firm point topic declare fastest growing technologies ever september number broadband connections uk finally overtook dialup december bt announced making broadband connection every seconds broadband mentioned oclock news tabloids sun carried cartoon joke significant pieces news broadband items headlines bt quietly announced shaving 70 cost allowing operators access telephone exchanges socalled local loop unbundling vital local loop crucial link telephone exchanges homes moment bt stranglehold 80 these lines making key voice deciding adsl products homes cheaper local loop unbundling rivals bt offer faster services leave broadband today looking positively tortoiselike mean uk finally catch countries france netherlands homes routinely enjoying speeds 15mb megabits per second major price fall means rather talk companies actually starting own equipment bts exchanges seem exciting remarkable transition given few years ago arguments local loop unbundling bore passing resemblance northern ireland peace talks fraught bitter end sight piece news broadband users 2004 extension bts reach meaning 95 population broadband regardless far away exchange lived slight caveat wanting upgrade 1mbps broadband live within kilometres broadbandenabled exchange thousands frustrated inability technology news meant finally join broadband fast access telephone cable operators ntl telewest bumper biggest news increased speeds introducing 2mb 3mb services users offering free upgrade 512k cable operators limited reach perhaps testament deal local loop unbundling become considering extending range via route broadband seem confusing consumers huge amount operators offering different products capped bandwidth different length contracts setup fees unlikely less easy understand remains plane worth catching gets faster offers extras cheap telephone calls online real thing remember coming enjoy ride
2088,tech,multimedia mobile phones finally showing signs taking britons using online figures industry monitor mobile data association mda number phones gprs mms technology doubled gprs lets browse web access news services mobile music applications mobile chat end mda predicts 75 mobiles uk able access net via gprs mda figures months 30 september rapid increase figure previous 53 own mobile uk figures mean half phones gprs gprs often described 25g technology 25 generation sitting 2g 3g technology fast highquality broadband internet phones services offered mobile operators finding reasons online via mobile downloadable ringtones proving highly popular mobile chat bandaid fastest everselling ringtone according mda chat given publicity prime minister tony blair answered questions through mobile text chat multimedia messaging services looked brighter 32 mobiles uk able send receive picture messages 14 rise septembers figures recent report continental research reflects continuing battle mobile companies actually persuade online mms 36 uk camera phone users never sent multimedia message mms 7 mobile companies keen multimedia functions phones sending mms online generates money critics mms confusing mobiles difficult issues interoperability able send mms form mobile using network different
2089,tech,original blinx intended convert platform game lovers microsofts xbox console sharp graphics novel gameplay main character able pause slow rewind fastforward meant lure fans machine poor design meant game became frustrating affair players often stranded halfway through level without required tools finish thankfully sequel fixed original faults play blinx instead given chance create unique cat characters pig characters character generator detailed few minutes tweaking adjusting create unique personality unleash game game progresses swap rival factions pig feline assuming role your created characters thrust game sees factions competing recover pieces missing crystal original your feline persona control pigs control space number puzzles require control solve pigs create things warps space bubbles void traps order progress control space achieved through number vcrstyle icons quite intuitive annoyingly puzzles little obviously flagged gamers find chore challenge solve game tried emulate franchises jak daxter ratchet clank ps2 number combat elements these little predictable tend drag general polish game dulled affair games excellent graphics easily bestlooking platform game sound dollops humour attractive game younger platform fans blinx 2 xbox
2091,tech,computer giant ibm says 500 software patents released open development community means developers able technologies without paying licence company ibm described step era dealt intellectual property promised further patents freely available patents include software range practices text recognition database management traditional technology business policy amass patents ibms announcement company continues follow route ibm granted 3248 patents 2004 firm york times reports each past 12 years ibm granted patents company ibm received 25772 patents period reportedly 40000 current patents statement dr john e kelly ibm senior vice president technology intellectual property true innovation leadership numbers patents granted innovating benefit customers partners society pledge today beginning era ibm manage intellectual property past ibm supported noncommercial operating system linux although critics done attempt undermine microsoft company wanted encourage firms release patents called patent commons adam jollans ibms worldwide linux strategy manager genuine attempt encourage innovation believe releasing these patents result innovation moving quickly encouraging collaboration following model academia jollans likened plan patent commons internet developed everyone advantage result collaboration internets impact everyone benefits everyone advantage stuart cohen chief executive firm open source development labs mean change companies deal patents think companies follow suit everyone supportive florian mueller campaign manager group lobbying toprevent software patents becoming legal european uniondismissed ibms insubstantial diversionary tactics wrote mueller leadsnosoftwarepatentscom message groups website lets perspective talking aboutroughly percent ibms worldwide patent portfolio filethat number patents months ibm continue hold 500 patents pledged seek royalties patents company place restrictions companies groups individuals opensource projects open source software developed programmers offer source code origins program free allow others adapt improve software end users right modify redistribute software right package sell software areas covered patents released ibm include storage management simultaneous multiprocessing image processing networking ecommerce
2092,tech,internet giant yahoo launched software allow search email files pcs firm following footsteps microsoft google ask jeeves offered similar services search become lucrative hotlycontested area expansion net firms looking extend loyalty beyond web hard drives providing bigger storage users need help locate important files photos desktop search technology licensed usbased firm x1 technologies designed work alongside microsofts outlook outlook express email programs searching email effectively becoming increasingly important especially amount spam increases according research message analysts radicati group 45 businesses critical information stored email attachments yahoos software work separately desktop searching music photos files users search variety criteria file name size date doesnt yet incorporate web searching although yahoo promised future versions allow users search both webbased desktop data getting files desktop real commercial opportunity lies linking through web content julian smith analyst research firm jupiter extending idea search getting closer relationship consumers organising search internet files your computer search engines often port call users onto web foray desktop search rung alarm bells human rights groups concerned implications privacy everyone impressed functionality services alexander linden vice president emerging technologies analyst firm gartnerdownloaded google product removed interesting believes rush enter desktop business keeping rivals desktop search features suspicious usefulness useful tools combine internet intranet desktop search alongside improvements key word searching
2093,tech,gambling hugely popular especially techsavvy criminals extortionists targeting netbased betting firms threatening cripple websites deluges data unless ransom paid deep defences place uks biggest net firms stop these attacks increasing numbers attacks huge amounts data try bump site web prompting firms adopt measures net firms realising antivirus firewalls paul king chief security architect cisco things done network protect data centres king properly combat these socalled distributed denialofservice attacks intelligent netbased systems gambling sites suffering ddos attacks offshore data hosting centres large scale data flood knock access sites criminals targeting king overspill effect likely grow attacks grow size scale malcolm seagrave security expert energis common types attacks hit sites megabytes data short periods bigger attacks sending 200 megabytes traffic rarely seen does feel turning dial traffic gradually growing far attacks involving gigabytes data seagrave however matter large attacks mounted maria capella spokeswoman net provider pipex ddos attacks height customers getting hit every days defences place constantly monitor streams data flowing across networks pluck traffic destined target sites understanding whats genuine traffic keeping attack traffic site study profile traffic soon anomaly profile thats start backbone engineering boys sustain attack ms capella traffic hard spot ddos attacks typically thousands computers different countries each participating machine sends small part entire data flood typically these computers infected virus worm reports success net address compromised machines malicious hacker hitech criminal set virus hijacked computers known zombies bots collections called bot nets spammers rent bot nets help anonymously send junk mail zombies based outside country hosts target site getting attacking pcs shut difficult often pipex net suppliers advance notice attack happen serious players tend precede attack kind ransom email ms capella ask part service provide customers notify anything advance give forewarning once attack spotted dedicated net hardware takes remove attack traffic ensure sites stay energis similar approach seagrave technology allows detect attacks minutes rather let network engineers spend hours pulling information together seagrave net firms starting work closely together problem ddos attacks pool information coming information gathered attacks originated led arrests energis own intelligence work insight sites criminal gangs plan target places shouldnt monitoring tech sites sometimes though spotting victim easy alphabetically through list gambling sites trying seagrave
2095,tech,users warned windows virus poses hugely popular tetris game cellery worm installs playable version classic falling blocks game pcs infected users play game worm spends using machine search victims infect nearby networks risk infection cellery thought low few copies worm found wild cellery worm does spread via email viruses instead browses computer networks pcs shut insecure ways connect machines infects machine cellery installs version tetris users play game starts worm starts music file accompany virus starts scouring networks vulnerable machines virus does damage machines heavily infected networks slow scanning traffic builds productivity suffer users spend playing tetris pcs running windows 95 98 nt 2000 xp vulnerable worm your company culture allowing games played office your staff believe simply game installed rather something cause concern graham cluley spokesman antivirus firm sophos far number infected cellery thought small risks further infection low sophos urged users companies update antivirus software keep themselves protected
